reactants	product	scaffold	split
C#CCO.Cc1ccc(OC(C)C(=O)O)cc1-c1nsc2ccc(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)cc12	C#CCOC(=O)C(C)Oc1ccc(C)c(-c2nsc3ccc(-n4c(=O)cc(C(F)(F)F)n(C)c4=O)cc23)c1	O=c1cc[nH]c(=O)n1-c1ccc2snc(-c3ccccc3)c2c1	validation
CCC(Oc1ccccc1F)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccccc1F)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	O=C1CCC[C@@H](CCC2CC=CC3=CCC[C@H](OC(=O)COc4ccccc4)[C@@H]32)O1	holdout
COC(=O)[C@@H](N)CO.O=C(O)C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1	COC(=O)C(CO)NC(=O)C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1	c1ccc(CN2CCN(c3ccccc3)CC2)cc1	holdout
CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@@H]1O.O=C(O)c1ccc([N+](=O)[O-])cc1	CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@H]1OC(=O)c1ccc([N+](=O)[O-])cc1	O=C(O[C@H]1CCN(Cc2ccccc2)C1)c1ccccc1	validation
CCCCCc1ccc(Br)c(O)c1F.Cc1ccc(Br)c(C(=O)O)c1F	CCCCCc1ccc(Br)c(OC(=O)c2c(Br)ccc(C)c2F)c1F	O=C(Oc1ccccc1)c1ccccc1	holdout
CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1CO.O=C(O)c1ccc([N+](=O)[O-])cc1	CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1COC(=O)c1ccc([N+](=O)[O-])cc1	O=C(OC[C@@H]1CCCN1)c1ccccc1	holdout
CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)O)cc1.CN(C)CCCCO	CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)OCCCCN(C)C)cc1	c1ccc(Cc2cncnc2)cc1	dev
CCOCCOc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1.CO	CCOCCOc1ncc2cc(C(=O)Nc3cc(C(=O)OC)ccc3Cl)c(=O)[nH]c2n1	O=C(Nc1ccccc1)c1cc2cncnc2[nH]c1=O	dev
CC(C)(C)OC(=O)N1CCC(=C(Br)c2ccc(C(=O)O)cc2)CC1.CNCCO	CN(CCO)C(=O)c1ccc(C(Br)=C2CCN(C(=O)OC(C)(C)C)CC2)cc1	C(=C1CCNCC1)c1ccccc1	dev
CCCC(O)CS(=O)(=O)NC(C)(C)C.O=C(O)c1ccccc1	CCCC(CS(=O)(=O)NC(C)(C)C)OC(=O)c1ccccc1	c1ccccc1	validation
CC(C)(C)OC(=O)COc1cc(C(=O)O)ccc1Cl.Cc1c(OC2CCN(C[C@H](O)CN)CC2)ccc(Cl)c1Cl	Cc1c(OC2CCN(C[C@H](O)CNC(=O)c3ccc(Cl)c(OCC(=O)OC(C)(C)C)c3)CC2)ccc(Cl)c1Cl	O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1	dev
CCCCCCCC[C@H]1CO[C@H](c2ccc(O)cc2)O[C@@H]1C.CCCC[C@H](F)C(=O)O	CCCCCCCC[C@H]1CO[C@H](c2ccc(OC(=O)[C@@H](F)CCCC)cc2)O[C@@H]1C	c1ccc(C2OCCCO2)cc1	dev
CO.O=C(O)Cc1cc2ccccc2o1	COC(=O)Cc1cc2ccccc2o1	c1ccc2occc2c1	dev
C=CCOC(=O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br.OC1CCCCC1	C=CCOC(=O)COc1c(C(=O)OC2CCCCC2)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br	O=C(OC1CCCCC1)c1ccc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)s1	holdout
C#CCO.O=C(O)C1CCCCC1	C#CCOC(=O)C1CCCCC1	C1CCCCC1	validation
CC(C)C[C@H](N)C(O)C(=O)OC(C)C.C[C@H](NC(=O)OCc1ccccc1)C(=O)O	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(O)C(=O)OC(C)C	c1ccccc1	validation
CCO.O=C(O)Cn1c(=O)[nH]c(=O)c2ccc(Cl)cc21	CCOC(=O)Cn1c(=O)[nH]c(=O)c2ccc(Cl)cc21	O=c1[nH]c(=O)c2ccccc2[nH]1	dev
CCCO.O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	CCCOC(=O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	c1ccccc1	validation
CO.O=C(O)CCC(c1cccc(Cl)c1)C1(Br)C(=O)Nc2cc(Cl)ccc21	COC(=O)CCC(c1cccc(Cl)c1)C1(Br)C(=O)Nc2cc(Cl)ccc21	O=C1Nc2ccccc2C1Cc1ccccc1	dev
CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1.OCC1CC1	CC(C)N1CCC(NC(=O)c2nc3c(C(=O)OCC4CC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1	O=C(Cn1c(C(=O)NC2CCNCC2)nc2c(C(=O)OCC3CC3)cccc21)Nc1ccccn1	holdout
C#CC(O)c1cccc(Oc2ccccc2)c1.CC1(C)[C@@H](/C=C\C(=O)OCC(F)F)[C@H]1C(=O)O	C#C[C@@H](OC(=O)[C@@H]1[C@H](/C=C\C(=O)OCC(F)F)C1(C)C)c1cccc(Oc2ccccc2)c1	O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1	validation
CCCO.CS(=O)(=O)c1cc(CCC(=O)O)nc(-c2nc(=O)c3ccc(Cl)cc3s2)c1	CCCOC(=O)CCc1cc(S(C)(=O)=O)cc(-c2nc(=O)c3ccc(Cl)cc3s2)n1	O=c1nc(-c2ccccn2)sc2ccccc12	dev
CN(c1ccccc1)C(C(=O)O)c1ccccc1.O[C@H]1CN2CCC1CC2	CN(c1ccccc1)C(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1	O=C(O[C@H]1CN2CCC1CC2)C(Nc1ccccc1)c1ccccc1	holdout
CCCC1CCC(c2ccc(O)cc2)CC1.CCOc1ccc(C(=O)O)c(F)c1F	CCCC1CCC(c2ccc(OC(=O)c3ccc(OCC)c(F)c3F)cc2)CC1	O=C(Oc1ccc(C2CCCCC2)cc1)c1ccccc1	dev
CC(=O)O.C[C@@H](c1ccc(-c2ccc(N)c(N)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O	Cc1nc2ccc(-c3ccc([C@H](C)N4CC[C@](CC(C)(C)O)(c5ccccc5)OC4=O)cc3)cc2[nH]1	O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccc3nc[nH]c3c2)cc1	dev
C=CCOC(=O)c1ccc(C(=O)O)cc1.CC1(C)CCC(C)(C)c2cc(CO)ccc21	C=CCOC(=O)c1ccc(C(=O)OCc2ccc3c(c2)C(C)(C)CCC3(C)C)cc1	O=C(OCc1ccc2c(c1)CCCC2)c1ccccc1	dev
CC(C)(C)OC(=O)N(CCCCC1(c2ccc(N)cc2)SCCS1)C[C@H](O[Si](C)(C)C(C)(C)C)c1ccc(O)c2[nH]c(=O)ccc12.COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)O)c4)cc23)c1	COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)Nc5ccc(C6(CCCCN(C[C@H](O[Si](C)(C)C(C)(C)C)c7ccc(O)c8[nH]c(=O)ccc78)C(=O)OC(C)(C)C)SCCS6)cc5)c4)cc23)c1	O=C(Nc1ccc(C2(CCCCNCCc3cccc4[nH]c(=O)ccc34)SCCS2)cc1)c1cccc(S(=O)(=O)c2ccc3nccc(Nc4ccccc4)c3c2)c1	validation
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F.OCCOCCO	COc1cc(C(=O)OCCOCCO)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F	O=C(Nc1ccccc1)[C@@H]1NCC(c2ccccc2)[C@H]1c1ccccc1	holdout
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.OCCO	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCCO	c1ccccc1	validation
CCOC(=O)N1C2CCC1CC(C(=O)O)C2.OC1C=CCCC1	CCOC(=O)N1C2CCC1CC(C(=O)OC1C=CCCC1)C2	O=C(OC1C=CCCC1)C1CC2CCC(C1)N2	dev
CC1(C)CC(O)CC(C)(C)N1O.O=C(O)C1CC1	CC1(C)CC(OC(=O)C2CC2)CC(C)(C)N1O	O=C(OC1CCNCC1)C1CC1	validation
CCOC(=O)N[C@H](C(=O)O)C(C)C.COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2cncs2)cc1)C(C)C	CCOC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cncs2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C	c1ccc(CCCCNCc2ccc(-c3cncs3)cc2)cc1	dev
COC(=O)[C@@H](N)CO.O=C(Nc1ccc(C(=O)O)c(F)c1)OCc1ccccc1	COC(=O)C(CO)NC(=O)c1ccc(NC(=O)OCc2ccccc2)cc1F	O=C(Nc1ccccc1)OCc1ccccc1	dev
CC(C)(C)OC(=O)N1CCN(CC(O)CN)CC1.O=C(O)c1ccc(Nc2nc(NCc3ccc(O)cc3)nc(OCC(F)(F)F)n2)cc1	CC(C)(C)OC(=O)N1CCN(CC(O)CNC(=O)c2ccc(Nc3nc(NCc4ccc(O)cc4)nc(OCC(F)(F)F)n3)cc2)CC1	O=C(NCCCN1CCNCC1)c1ccc(Nc2ncnc(NCc3ccccc3)n2)cc1	validation
COc1ccc(CS[C@H]2C[C@@H](C(=O)O)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1.O=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)OCc1ccc([N+](=O)[O-])cc1)N[C@H]1CCNC1	COc1ccc(CS[C@H]2C[C@@H](C(=O)N3CC[C@H](NC(=O)C[C@H](O)[C@H](CC4CCCCC4)NC(=O)OCc4ccc([N+](=O)[O-])cc4)C3)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1	O=C(CC[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)N[C@H]1CCN(C(=O)[C@@H]2C[C@H](SCc3ccccc3)CN2C(=O)OCc2ccccc2)C1	holdout
CCO.O=C(O)c1ccc(Br)c(O)c1	CCOC(=O)c1ccc(Br)c(O)c1	c1ccccc1	validation
COc1ccc(CS[C@H]2C[C@@H](C(=O)O)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1.OCCN1CCNCC1	COc1ccc(CS[C@H]2C[C@@H](C(=O)N3CCN(CCO)CC3)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1	O=C([C@@H]1C[C@H](SCc2ccccc2)CN1C(=O)OCc1ccccc1)N1CCNCC1	validation
CCO.O=C(O)C1CNCCN1	CCOC(=O)C1CNCCN1	C1CNCCN1	validation
CO.O=C(O)Cc1ccccc1Oc1ccccc1	COC(=O)Cc1ccccc1Oc1ccccc1	c1ccc(Oc2ccccc2)cc1	dev
CO.O=C(O)CCc1conc1-c1ccc(Cl)c(Cl)c1	COC(=O)CCc1conc1-c1ccc(Cl)c(Cl)c1	c1ccc(-c2ccon2)cc1	holdout
CCCCCCCCCCc1cnc(-c2ccc(C(=O)O)cc2)nc1.CCCCCCCCCc1ccc(O)c(F)c1	CCCCCCCCCCc1cnc(-c2ccc(C(=O)Oc3ccc(CCCCCCCCC)cc3F)cc2)nc1	O=C(Oc1ccccc1)c1ccc(-c2ncccn2)cc1	holdout
COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1.O=C(O)c1cccc(C(F)(F)F)c1	COC(=O)N1CC[C@@H]2[C@H]1CCC[C@]2(C#Cc1cccc(C)c1)OC(=O)c1cccc(C(F)(F)F)c1	O=C(O[C@@]1(C#Cc2ccccc2)CCC[C@H]2NCC[C@H]21)c1ccccc1	dev
O=C(O)c1ccc(NCCCCCCCCCCCC#Cc2ccc(Cl)cc2)cc1.OCC(O)CI	O=C(OCC(O)CO)c1ccc(NCCCCCCCCCCCC#Cc2ccc(Cl)cc2)cc1	C(#Cc1ccccc1)CCCCCCCCCCCNc1ccccc1	dev
C/C=C/C(=O)O.CN(C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1	CC=CC(=O)O[C@H]1CC[C@H](c2ccc(CN(C)C)cc2)CC1	c1ccc(C2CCCCC2)cc1	dev
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)CC(=O)O.Nc1nc2c(ncn2[C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]1	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1F	O=C(CCCOC(=O)CNC(=O)OCc1ccccc1)OC[C@@H]1CC[C@H](n2cnc3c(=O)[nH]cnc32)O1	validation
CC(C)(C)[Si](C)(C)OC(C(=O)O)c1ccc(C#N)cc1.OCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	CC(C)(C)[Si](C)(C)OC(C(=O)OCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)c1ccc(C#N)cc1	O=C(Cc1ccccc1)OCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	dev
CCCCCCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1.C[C@H](Cl)C[C@H](C)Oc1ccc(O)cc1	CCCCCCCCOc1ccc(-c2ccc(C(=O)Oc3ccc(O[C@@H](C)C[C@H](C)Cl)cc3)cc2)cc1	O=C(Oc1ccccc1)c1ccc(-c2ccccc2)cc1	dev
CO.O=C(O)c1cc(O)nc2ccccc12	COC(=O)c1cc(O)nc2ccccc12	c1ccc2ncccc2c1	holdout
CO.O=C(O)c1ccc(-c2cccnc2)cc1	COC(=O)c1ccc(-c2cccnc2)cc1	c1ccc(-c2cccnc2)cc1	dev
C#CC(=O)O.N#CCCO	C#CC(=O)OCCC#N	C#CC(=O)OCCC#N	validation
CC(C)CCCCCCC(=O)O.CCOc1cc(CO)ccc1O	CCOc1cc(COC(=O)CCCCCCC(C)C)ccc1O	c1ccccc1	validation
CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)OC(C)(C)C.CCOc1ccc(Cl)cc1-c1cc(Nc2ccc(CO)cc2)nc(N)n1	CCOc1ccc(Cl)cc1-c1cc(Nc2ccc(COC(=O)C[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)cc2)nc(N)n1	c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1	dev
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.Oc1cc(O)cc(O)c1	O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)Oc1cc(O)cc(O)c1	O=C(Cc1ccccc1Nc1ccccc1)Oc1ccccc1	holdout
CCCCC[C@H]1CC[C@H](C(=O)O)CC1.O[C@H]1CC[C@H](C(F)(F)F)CC1	CCCCC[C@H]1CC[C@H](C(=O)O[C@H]2CC[C@H](C(F)(F)F)CC2)CC1	O=C(OC1CCCCC1)C1CCCCC1	dev
CO.O=C(O)CC1CCc2cc(C(=O)c3ccccc3)c(O)cc21	COC(=O)CC1CCc2cc(C(=O)c3ccccc3)c(O)cc21	O=C(c1ccccc1)c1ccc2c(c1)CCC2	validation
Cc1ccccc1C(=O)O.OCc1ccn2nc(-c3ccc(F)cc3)c(-c3ccncc3)c2c1	Cc1ccccc1C(=O)OCc1ccn2nc(-c3ccc(F)cc3)c(-c3ccncc3)c2c1	O=C(OCc1ccn2nc(-c3ccccc3)c(-c3ccncc3)c2c1)c1ccccc1	dev
CO.O=C(O)c1cccnc1O	COC(=O)c1cccnc1O	c1ccncc1	dev
COCCOCCOCCO.COc1cc(C(=O)OCC(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F	COCCOCCOCCOC(=O)COC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)c(OC)c1	O=C(Nc1ccccc1)[C@@H]1NCC(c2ccccc2)[C@H]1c1ccccc1	holdout
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O.OCCCc1cccnc1	CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1	O=C(OCCCc1cccnc1)[C@@H]1CCCN1	validation
COc1cc2c(cc1Cl)N(C(=O)OC(C)(C)C)CC(C(=O)O)O2.N#CC1(C(O)c2ccc(F)cc2)CCNCC1	COc1cc2c(cc1Cl)N(C(=O)OC(C)(C)C)CC(C(=O)N1CCC(C#N)(C(O)c3ccc(F)cc3)CC1)O2	O=C(C1CNc2ccccc2O1)N1CCC(Cc2ccccc2)CC1	holdout
CCCCC(C)C(=O)O.OCC1CC1	CCCCC(C)C(=O)OCC1CC1	C1CC1	validation
CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCC1.O=C(O)CCCN1CCCC1	CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCC2)c2c(c1)OC(C)(C)C1=C2CCC1	O=C(CCCN1CCCC1)Oc1cccc2c1C1=C(CCC1)CO2	holdout
CC(C)(C)OC(=O)N1CC[C@H](O)C1.O=C(O)c1ccccc1	CC(C)(C)OC(=O)N1CC[C@H](OC(=O)c2ccccc2)C1	O=C(O[C@H]1CCNC1)c1ccccc1	dev
CC(C)O.Cc1nnsc1C(=O)O	Cc1nnsc1C(=O)OC(C)C	c1csnn1	holdout
CC(C)(NC(=O)OCc1ccccc1)C(=O)O.CCOC(=O)[C@@H](N)CO	CCOC(=O)[C@H](CO)NC(=O)C(C)(C)NC(=O)OCc1ccccc1	c1ccccc1	validation
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O.OCCN1CCOCC1	Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCCN1CCOCC1	O=C(OCCN1CCOCC1)c1cncnc1Nc1ccc(OCc2ccccc2)cc1	validation
CCO.Cc1cc2c(s1)C(C(=O)O)CC2	CCOC(=O)C1CCc2cc(C)sc21	c1cc2c(s1)CCC2	dev
CO.O=C(O)c1c(O)cccc1F	COC(=O)c1c(O)cccc1F	c1ccccc1	validation
CCC(C)(C)O.O=C(O)c1cc(Cl)c(Cl)nc1Cl	CCC(C)(C)OC(=O)c1cc(Cl)c(Cl)nc1Cl	c1ccncc1	dev
CCO.COc1c(F)c(F)cc(C(=O)O)c1F	CCOC(=O)c1cc(F)c(F)c(OC)c1F	c1ccccc1	validation
COC(=O)[C@@H](N)CO.O=C(O)[C@H]1CCCN1C(=O)OCc1ccccc1	COC(=O)[C@H](CO)NC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1	O=C(OCc1ccccc1)N1CCCC1	holdout
CCc1c(C(=O)O)ccc(OC)c1C.CO	CCc1c(C(=O)OC)ccc(OC)c1C	c1ccccc1	validation
Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3cc(O)ccc3C2C)c1C.O=C(O)CN1CCCCC1	Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3cc(OC(=O)CN4CCCCC4)ccc3C2C)c1C	O=C(CN1CCCCC1)Oc1ccc2c(c1)CCN(c1ccnc(Nc3ccccc3)n1)C2	dev
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CCC2=O.O=C(O)C12CC3CC(CC(C3)C1)C2	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43COC(=O)C34CC5CC(CC(C5)C3)C4)[C@@H]1CCC2=O	O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)C4CC[C@@H]3[C@@]2(COC(=O)C23CC4CC(CC(C4)C2)C3)CC1	validation
CCOC(=O)C(N)CO.O=Cc1ccc(C(=O)O)cc1	CCOC(=O)C(CO)NC(=O)c1ccc(C=O)cc1	c1ccccc1	validation
CC(C)(C)OC(=O)NCC(=O)NCC(=O)O.CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCCCCCCCCCCCC)[C@]1(N)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1C(=O)CN	CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCCCCCCCCCCCC)[C@]1(N)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1C(=O)CNC(=O)CNC(=O)CNC(=O)OC(C)(C)C	C1CCOCC1	dev
O=C(O)c1c[nH]c2ccccc12.OCCN1CCCC1	O=C(OCCN1CCCC1)c1c[nH]c2ccccc12	O=C(OCCN1CCCC1)c1c[nH]c2ccccc12	validation
CCCCCCC(=O)O.CCCCCCc1nnc(-c2ccc3cc(O)ccc3c2)s1	CCCCCCC(=O)Oc1ccc2cc(-c3nnc(CCCCCC)s3)ccc2c1	c1ccc2cc(-c3nncs3)ccc2c1	dev
CCO.O=C(O)c1ccc(CCCBr)cc1	CCOC(=O)c1ccc(CCCBr)cc1	c1ccccc1	validation
CCO.Cc1n[nH]c(C(=O)O)c1[N+](=O)[O-]	CCOC(=O)c1[nH]nc(C)c1[N+](=O)[O-]	c1cn[nH]c1	validation
CC(=O)C(=O)O.Cc1cc(Nc2ccn(-c3ccccc3)n2)cc(C)c1O	CC(=O)C(=O)Oc1c(C)cc(Nc2ccn(-c3ccccc3)n2)cc1C	c1ccc(Nc2ccn(-c3ccccc3)n2)cc1	dev
CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)c1ccncc1-2.O=C(O)CCCN1CCSCC1	CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCSCC2)c2c(c1)OC(C)(C)c1ccncc1-2	O=C(CCCN1CCSCC1)Oc1cccc2c1-c1cnccc1CO2	validation
CS(=O)(=O)c1ccc(Cn2c(C(=O)O)c(-c3ccccc3)c3cc(Br)ccc3c2=O)cc1.OCc1ccncc1	CS(=O)(=O)c1ccc(Cn2c(C(=O)OCc3ccncc3)c(-c3ccccc3)c3cc(Br)ccc3c2=O)cc1	O=C(OCc1ccncc1)c1c(-c2ccccc2)c2ccccc2c(=O)n1Cc1ccccc1	dev
CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(O)cc2)cc1)C(=O)OC(C)(C)C.O=C(O)c1cc2ccccc2o1	CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(OC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)OC(C)(C)C	O=C(Oc1ccc(-c2ccccc2)cc1)c1cc2ccccc2o1	dev
CC(C)(C)OC(=O)CC(N)C(O)COc1c(F)c(F)cc(F)c1F.CC[C@@H](C(=O)O)n1cccc(NC(C)=O)c1=O	CCC(C(=O)N[C@@H](CC(=O)OC(C)(C)C)[C@H](O)COc1c(F)c(F)cc(F)c1F)n1cccc(NC(C)=O)c1=O	O=C(Cn1ccccc1=O)NCCCOc1ccccc1	validation
O=C(O)c1ccc(NS(=O)(=O)c2cc(Cl)c(Cl)s2)cc1O.Oc1ccccc1	O=C(Oc1ccccc1)c1ccc(NS(=O)(=O)c2cc(Cl)c(Cl)s2)cc1O	O=C(Oc1ccccc1)c1ccc(NS(=O)(=O)c2cccs2)cc1	holdout
C/C(=C\CO)c1ccc(Cc2ncc[nH]2)cc1.COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C(\C)c2ccc(Cc3ncc[nH]3)cc2)C1c1cccc([N+](=O)[O-])c1	O=C(OCC=Cc1ccc(Cc2ncc[nH]2)cc1)C1=CNC=CC1c1ccccc1	validation
CCCCCCCCCCCCCCCCCCC(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCS1.O=C(O)CCCN1CCSCC1	CCCCCCCCCCCCCCCCCCC(C)c1cc(OC(=O)CCCN2CCSCC2)c2c(c1)OC(C)(C)C1=C2CCS1	O=C(CCCN1CCSCC1)Oc1cccc2c1C1=C(CO2)SCC1	dev
CO.O=C(O)c1ccc(Cl)cc1Oc1cccc(C(F)(F)F)c1	COC(=O)c1ccc(Cl)cc1Oc1cccc(C(F)(F)F)c1	c1ccc(Oc2ccccc2)cc1	dev
COC(=O)/C=C/C(=O)O.COCCN(CCOC)C(=O)[C@H](C)O	COCCN(CCOC)C(=O)[C@H](C)OC(=O)/C=C/C(=O)OC	COCCN(CCOC)C(=O)[C@H](C)OC(=O)/C=C/C(=O)OC	dev
CO.COc1cc(F)c(C(=O)O)c(F)c1	COC(=O)c1c(F)cc(OC)cc1F	c1ccccc1	validation
CCOC(=O)C(O)C([NH3+])Cc1ccccc1.O=C(O)c1cccnc1-c1csc(-c2ccccc2)n1	CCOC(=O)C(O)C(Cc1ccccc1)NC(=O)c1cccnc1-c1csc(-c2ccccc2)n1	O=C(NCCc1ccccc1)c1cccnc1-c1csc(-c2ccccc2)n1	dev
CC(C)(C)CO.O=C(O)Cc1cccc2c(=O)cc(C3=CCCCC3)oc12	CC(C)(C)COC(=O)Cc1cccc2c(=O)cc(C3=CCCCC3)oc12	O=c1cc(C2=CCCCC2)oc2ccccc12	dev
CC(C)C(=O)O.Nc1cccc(Oc2cc3c(cn2)nc(-c2nonc2N)n3-c2ccc(O)cc2)c1	CC(C)C(=O)Oc1ccc(-n2c(-c3nonc3N)nc3cnc(Oc4cccc(N)c4)cc32)cc1	c1ccc(Oc2cc3c(cn2)nc(-c2cnon2)n3-c2ccccc2)cc1	dev
CCOCC(=O)O.C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	CCOCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21	dev
CCCCCc1ccc(C(=O)O)cc1.Oc1ccc(F)c(F)c1F	CCCCCc1ccc(C(=O)Oc2ccc(F)c(F)c2F)cc1	O=C(Oc1ccccc1)c1ccccc1	holdout
CCCCCCCCCCCCCCCCO.CNCC(=O)O	CCCCCCCCCCCCCCCCOC(=O)CNC	CCCCCCCCCCCCCCCCOC(=O)CNC	dev
