row_index	kind	split	category	ambiguous_site	reactants	product	detail
80	esterification	dev	certified_exact_transformation	false	CCO.O=C(O)C(c1ccccc1)c1ccccc1	CCOC(=O)C(c1ccccc1)c1ccccc1	certified
81	esterification	validation	validity_or_conservation_failure	false	CCCCCCCCc1ccc(C(=O)O)s1.CCCC[Si](C)(C)CCCOc1ccc(O)cc1	CCCCCCCCc1ccc(C(=O)Oc2ccc(OCCC[Si](C)(C)CCCC)cc2)s1	atom 15 has element S outside the allowed set ["H", "C", "N", "O", "F"]
82	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1C[C@H](N)CC[C@@H]1CC1(O)CCOCC1.CC(C)n1nc(C(=O)O)c2ccccc21	CC(C)n1nc(C(=O)N[C@@H]2CC[C@H](CC3(O)CCOCC3)N(C(=O)OC(C)(C)C)C2)c2ccccc21	reactant 'CC(C)(C)OC(=O)N1C[C@H](N)CC[C@@H]1CC1(O)CCOCC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
83	esterification	validation	representation_or_normalization_failure	false	CC(C)(C)OC(=O)NCC(=O)O.Cc1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2cccc(-c3cnc4ccccc4c3)c12	Cc1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](OC(=O)CNC(=O)OC(C)(C)C)CC3)c2)c2cccc(-c3cnc4ccccc4c3)c12	reactant 'Cc1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2cccc(-c3cnc4ccccc4c3)c12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
84	esterification	validation	representation_or_normalization_failure	false	O=C(O)/C=C/c1ccc(C(F)(F)Oc2ccc(OCCCC(F)(F)F)cc2)cc1.O=[N+]([O-])c1ccc(CCO)c([N+](=O)[O-])c1	O=C(/C=C/c1ccc(C(F)(F)Oc2ccc(OCCCC(F)(F)F)cc2)cc1)OCCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	reactant 'O=C(O)/C=C/c1ccc(C(F)(F)Oc2ccc(OCCCC(F)(F)F)cc2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
85	esterification	holdout	representation_or_normalization_failure	false	CN(C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1.Cc1cc(C(=O)O)ccc1Cl	Cc1cc(C(=O)O[C@H]2CC[C@H](c3ccc(CN(C)C)cc3)CC2)ccc1Cl	reactant 'CN(C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
86	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)[C@@H](N)Cc1ccc(O)cc1.O=C(O)[C@@H]1CCC(=O)N1Cc1ccccc1	CC(C)(C)OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCC(=O)N1Cc1ccccc1	reactant 'CC(C)(C)OC(=O)[C@@H](N)Cc1ccc(O)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
87	esterification	holdout	representation_or_normalization_failure	false	CC(C)O.Cc1ccn(-c2cc(-c3ccc(C)c(C)c3)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CN[C@H](C(=O)O)C4)nc(N)n2)C(F)(F)F)n1	Cc1ccn(-c2cc(-c3ccc(C)c(C)c3)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CN[C@H](C(=O)OC(C)C)C4)nc(N)n2)C(F)(F)F)n1	reactant 'Cc1ccn(-c2cc(-c3ccc(C)c(C)c3)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CN[C@H](C(=O)O)C4)nc(N)n2)C(F)(F)F)n1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
88	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)n1cnc(C[C@H](NC(=O)[C@H](Cc2ccccc2)CS(=O)(=O)C(C)(C)C)C(=O)O)c1.N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1	CC(C)(C)OC(=O)n1cnc(C[C@H](NC(=O)[C@H](Cc2ccccc2)CS(=O)(=O)C(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)C2CC2)c1	reactant 'CC(C)(C)OC(=O)n1cnc(C[C@H](NC(=O)[C@H](Cc2ccccc2)CS(=O)(=O)C(C)(C)C)C(=O)O)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
89	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)OC(C)(C)C.O=[N+]([O-])OCCCO	CC(C)(C)OC(=O)N[C@@H](CCC(=O)OCCCO[N+](=O)[O-])C(=O)OC(C)(C)C	reactant 'CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)OC(C)(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
90	esterification	validation	validity_or_conservation_failure	false	CC(C)(C)OC(=O)NCC(=O)NCC(=O)O.Oc1cc(Cl)c(Cl)cc1Cl	CC(C)(C)OC(=O)NCC(=O)NCC(=O)Oc1cc(Cl)c(Cl)cc1Cl	atom 4 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
91	esterification	validation	certified_exact_transformation	true	CCCCCCCCCCCCCCCCNc1ccc(CCC(=O)O)cc1.OCCCO	CCCCCCCCCCCCCCCCNc1ccc(CCC(=O)OCCCO)cc1	certified
92	esterification	validation	representation_or_normalization_failure	false	CC(C)[C@@]1(CC(C)(C)O)CCN([C@@H](C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)C(=O)O1.O=C(O)c1ncc(Br)cn1	CC(C)[C@@]1(CC(C)(C)O)CCN([C@@H](C)c2ccc(-c3cnc(C(=O)O)nc3)cc2)C(=O)O1	reactant 'CC(C)[C@@]1(CC(C)(C)O)CCN([C@@H](C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)C(=O)O1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
93	esterification	validation	certified_exact_transformation	false	CO.Cc1ccccc1C(=O)O	COC(=O)c1ccccc1C	certified
94	esterification	validation	validity_or_conservation_failure	false	CCO.O=C(O)Cc1c(F)cccc1Cl	CCOC(=O)Cc1c(F)cccc1Cl	atom 11 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
95	esterification	dev	certified_exact_transformation	false	CCO.O=C(O)c1ccccc1Oc1cccc(F)c1	CCOC(=O)c1ccccc1Oc1cccc(F)c1	certified
96	esterification	holdout	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1CC[C@@H](O)C1.O=C(O)[C@](O)(c1ccccc1)C1CCCC1	CC(C)(C)OC(=O)N1CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1	reactant 'CC(C)(C)OC(=O)N1CC[C@@H](O)C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
97	esterification	validation	policy_or_hazard_rejection	false	CO.Cn1cc([N+](=O)[O-])c(C(=O)O)n1	COC(=O)c1nn(C)cc1[N+](=O)[O-]	reactant flagged by hazard heuristics: HazardScore { nitro_count: 1, nitro_density: 0.08333333333333333, peroxide_count: 0, unsaturation_ratio: 0.4166666666666667 }
98	esterification	holdout	certified_exact_transformation	true	CCN(CC)CC#CCO.O=C(O)C(O)(c1ccccc1)C1CCCCC1	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	certified
99	esterification	dev	certified_exact_transformation	false	CC(C)O.CCOC(Cc1ccc(OCc2ccccc2)cc1)C(=O)O	CCOC(Cc1ccc(OCc2ccccc2)cc1)C(=O)OC(C)C	certified
100	esterification	dev	validity_or_conservation_failure	false	Cc1[nH]c(C(=O)O)cc1Br.NC(=O)c1cc(Cl)nc(N2CCC(O)CC2)c1	Cc1[nH]c(C(=O)OC2CCN(c3cc(C(N)=O)cc(Cl)n3)CC2)cc1Br	atom 9 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
101	esterification	dev	certified_exact_transformation	true	CCCO.Cc1cc(O)c(C(=O)O)c(=O)o1	CCCOC(=O)c1c(O)cc(C)oc1=O	certified
102	esterification	dev	certified_exact_transformation	false	O=C(O)CNC(=O)c1ccc(OCc2ccccc2)cc1.Oc1c(F)c(F)c(F)c(F)c1F	O=C(CNC(=O)c1ccc(OCc2ccccc2)cc1)Oc1c(F)c(F)c(F)c(F)c1F	certified
103	esterification	validation	representation_or_normalization_failure	false	CO.O=C(O)C=Cc1cccc(Br)c1	COC(=O)/C=C/c1cccc(Br)c1	declared product 'COC(=O)/C=C/c1cccc(Br)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
104	esterification	validation	representation_or_normalization_failure	false	CO.N[C@@H](CC(=O)O)c1ccccc1	COC(=O)C[C@H](N)c1ccccc1	reactant 'N[C@@H](CC(=O)O)c1ccccc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
105	esterification	validation	representation_or_normalization_failure	false	CCCCOc1ccc(/C=C/C(=O)O)cc1OC.OCCCCCCCl	CCCCOc1ccc(/C=C/C(=O)OCCCCCCO)cc1OC	reactant 'CCCCOc1ccc(/C=C/C(=O)O)cc1OC' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
106	esterification	dev	certified_exact_transformation	true	C#CCO.CC(O)C(=O)O	C#CCOC(=O)C(C)O	certified
107	esterification	validation	resource_bounded_uncertainty	false	CC(C)(C)OC(=O)N1CCC2(CC1)C(=O)N(Cc1cccc(C(=O)O)c1)CN2c1ccccc1.OCCN1CCOCC1	CC(C)(C)OC(=O)N1CCC2(CC1)C(=O)N(Cc1cccc(C(=O)OCCN3CCOCC3)c1)CN2c1ccccc1	esterification: unable to verify
108	esterification	dev	validity_or_conservation_failure	false	CCSC1CCSc2c(Cl)cc(C(=O)O)c(C)c21.CCn1nccc1O	CCSC1CCSc2c(Cl)cc(C(=O)Oc3ccnn3CC)c(C)c21	atom 2 has element S outside the allowed set ["H", "C", "N", "O", "F"]
109	esterification	dev	representation_or_normalization_failure	false	COc1cccc(C(O)(C(=O)O)c2cccc(OC)c2)c1.O[C@H]1CN2CCC1CC2	COc1cccc(C(O)(C(=O)O[C@H]2CN3CCC2CC3)c2cccc(OC)c2)c1	reactant 'O[C@H]1CN2CCC1CC2' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
110	esterification	validation	representation_or_normalization_failure	false	C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN[C@H](C)[C@H](O)c1ccccc1	C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N(C)[C@H](C)[C@H](O)c1ccccc1	reactant 'C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
111	esterification	dev	representation_or_normalization_failure	false	COC(=O)c1ccc(Cl)c(OCC(=O)O)c1.Cc1c(OC2CCN(C[C@H](O)CN)CC2)ccc(Cl)c1Cl	COC(=O)c1ccc(Cl)c(OCC(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3C)CC2)c1	reactant 'Cc1c(OC2CCN(C[C@H](O)CN)CC2)ccc(Cl)c1Cl' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
112	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1C[C@H](O)[C@@H](Nc2ccc(Br)cc2[N+](=O)[O-])C1.O=C(O)CCl	CC(C)(C)OC(=O)N1C[C@H](Nc2ccc(Br)cc2[N+](=O)[O-])[C@H](OC(=O)CCl)C1	reactant 'CC(C)(C)OC(=O)N1C[C@H](O)[C@@H](Nc2ccc(Br)cc2[N+](=O)[O-])C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
113	esterification	dev	representation_or_normalization_failure	false	O=C(O)c1ccccc1.O=C(OCc1ccccc1)N1CCC[C@]2(CCN([C@H]3CC[C@H](O)CC3)C2=O)C1	O=C(O[C@H]1CC[C@@H](N2CC[C@]3(CCCN(C(=O)OCc4ccccc4)C3)C2=O)CC1)c1ccccc1	reactant 'O=C(OCc1ccccc1)N1CCC[C@]2(CCN([C@H]3CC[C@H](O)CC3)C2=O)C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
114	esterification	validation	certified_exact_transformation	false	CC(C)Cc1ccc(C(C)C(=O)O)cc1.CCCO	CCCOC(=O)C(C)c1ccc(CC(C)C)cc1	certified
115	esterification	validation	validity_or_conservation_failure	false	CO.CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)O)cc1	COC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)cc1	atom 1 has element S outside the allowed set ["H", "C", "N", "O", "F"]
116	esterification	dev	representation_or_normalization_failure	false	C/C=C/C(=O)O.CC(O)CC(C)C(C)C	CC=CC(=O)OC(C)CC(C)C(C)C	reactant 'C/C=C/C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
117	esterification	validation	policy_or_hazard_rejection	true	CCO.O=C(O)C(F)(F)CNc1c([N+](=O)[O-])cccc1[N+](=O)[O-]	CCOC(=O)C(F)(F)CNc1c([N+](=O)[O-])cccc1[N+](=O)[O-]	reactant flagged by hazard heuristics: HazardScore { nitro_count: 2, nitro_density: 0.1, peroxide_count: 0, unsaturation_ratio: 0.35 }
118	esterification	dev	representation_or_normalization_failure	false	Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(C3CCN(CC(=O)O)CC3)CC2)cc(C)c1O.O=C1CCCN1CCO	Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(C3CCN(CC(=O)OCCN4CCCC4=O)CC3)CC2)cc(C)c1O	reactant 'Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(C3CCN(CC(=O)O)CC3)CC2)cc(C)c1O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
119	esterification	validation	representation_or_normalization_failure	false	O=C(O)[C@@H]1CCCN1.O=[N+]([O-])c1ccc(CO)cc1	O=C(OCc1ccc([N+](=O)[O-])cc1)[C@@H]1CCCN1	reactant 'O=C(O)[C@@H]1CCCN1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
120	esterification	holdout	representation_or_normalization_failure	false	Cc1csc(C(O)CNC(C)C)c1C.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	Cc1csc(C(CNC(C)C)OC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c1C	reactant 'O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
121	esterification	dev	certified_exact_transformation	true	C=CCNCC(O)COc1cccc2c1CC(=O)N2.O=C(O)C12CC3CC(CC(C3)C1)C2	C=CCNCC(COc1cccc2c1CC(=O)N2)OC(=O)C12CC3CC(CC(C3)C1)C2	certified
122	esterification	holdout	validity_or_conservation_failure	true	O=C(O)c1cccc2c1N=C(c1ccccc1Cl)CC2=O.OCCO	O=C1CC(c2ccccc2Cl)=Nc2c1cccc2C(=O)OCCO	atom 17 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
123	esterification	dev	resource_bounded_uncertainty	false	Cc1ccccc1-c1nc(C(=O)O)c(CCC23CC4CC(CC(C4)C2)C3)[nH]1.O=C(OCc1ccccc1)c1cccc(O)c1	Cc1ccccc1-c1nc(C(=O)Oc2cccc(C(=O)OCc3ccccc3)c2)c(CCC23CC4CC(CC(C4)C2)C3)[nH]1	esterification: unable to verify
124	esterification	validation	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O.CC(C)CC[C@H](O)[C@@H](N)CC1CCCCC1	CC(C)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OC(C)(C)C	reactant 'CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
125	esterification	dev	validity_or_conservation_failure	false	CO.O=C(O)c1cc(F)cnc1Cl	COC(=O)c1cc(F)cnc1Cl	atom 10 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
126	esterification	holdout	representation_or_normalization_failure	false	C[C@@H](O)[C@H]1COC[C@@H](c2ccc(Cl)cc2)N1.O=C(O)c1ccc([N+](=O)[O-])cc1	C[C@H](OC(=O)c1ccc([N+](=O)[O-])cc1)[C@H]1COC[C@@H](c2ccc(Cl)cc2)N1	reactant 'C[C@@H](O)[C@H]1COC[C@@H](c2ccc(Cl)cc2)N1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
127	esterification	validation	representation_or_normalization_failure	false	C=CCCC[C@H]1CC[C@H](C(=O)O)CC1.CCOc1ccc(O)cc1	C=CCCC[C@H]1CC[C@H](C(=O)Oc2ccc(OCC)cc2)CC1	reactant 'C=CCCC[C@H]1CC[C@H](C(=O)O)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
128	esterification	validation	certified_exact_transformation	true	C=CCc1cc(OCC(=O)O)ccc1O.CCO	C=CCc1cc(OCC(=O)OCC)ccc1O	certified
129	esterification	holdout	representation_or_normalization_failure	false	CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)C(N)Cc1ccccc1.Cc1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1	Cc1ccc(S(=O)(=O)N[C@H](C(=O)NC(Cc2ccccc2)C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(C)C)cc1	reactant 'Cc1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
130	esterification	validation	validity_or_conservation_failure	false	CC(=O)O.COC(=O)c1cc(C=Cc2ccc(S(=O)(=O)O)cc2)ccc1O	COC(=O)c1cc(C=Cc2ccc(S(=O)(=O)O)cc2)ccc1OC(C)=O	atom 13 has element S outside the allowed set ["H", "C", "N", "O", "F"]
131	esterification	validation	representation_or_normalization_failure	false	CN(C)c1ccc(CN[C@@H](C(=O)O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1.COc1ccc(CNC(=O)[C@@H](N)C(C)C)c(O)c1	COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](NCc2ccc(N(C)C)cc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(C)C)c(O)c1	reactant 'CN(C)c1ccc(CN[C@@H](C(=O)O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
132	esterification	validation	validity_or_conservation_failure	false	CO.O=C(O)c1cccc(Br)c1F	COC(=O)c1cccc(Br)c1F	atom 8 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
133	esterification	dev	representation_or_normalization_failure	false	C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C.CCCCCCCCCC=CC=CC=CC=CC=CC(=O)O	CCCCCCCCCC=CC=CC=CC=CC=CC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	reactant 'C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
134	esterification	validation	certified_exact_transformation	false	CCO.COc1ccc2cc(C(C)C(=O)O)ccc2c1	CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1	certified
135	esterification	validation	representation_or_normalization_failure	false	Nc1c(Cl)cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCC[C@@H]3C(=O)O)CC2)cc1C(F)(F)F.OCCN1CCOCC1	Nc1c(Cl)cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCC[C@@H]3C(=O)OCCN3CCOCC3)CC2)cc1C(F)(F)F	reactant 'Nc1c(Cl)cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCC[C@@H]3C(=O)O)CC2)cc1C(F)(F)F' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
136	esterification	dev	certified_exact_transformation	true	COC(=O)c1c(O)ccc2cc(C(=N)N)ccc12.NN=CNc1ccc(C(=O)O)cc1	COC(=O)c1c(OC(=O)c2ccc(NC=NN)cc2)ccc2cc(C(=N)N)ccc12	certified
137	esterification	dev	certified_exact_transformation	true	CC(C)(C)OC(=O)NC(CC1CCOCC1)C(=O)O.CC(C)(O)Cn1ccc(N)n1	CC(C)(O)Cn1ccc(NC(=O)C(CC2CCOCC2)NC(=O)OC(C)(C)C)n1	certified
138	esterification	holdout	representation_or_normalization_failure	false	COc1cccc(C[C@]2(C(=O)O)CCCN2C(=O)C2CCCN2C(=O)OCc2ccccc2)c1.C[C@@H](O)[C@H](N)C(N)=O	COc1cccc(CC2(C(=O)N[C@H](C(N)=O)[C@@H](C)O)CCCN2C(=O)[C@@H]2CCCN2C(=O)OCc2ccccc2)c1	reactant 'COc1cccc(C[C@]2(C(=O)O)CCCN2C(=O)C2CCCN2C(=O)OCc2ccccc2)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
139	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.OC1CCNCC1	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC(O)CC1	reactant 'CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
140	esterification	validation	representation_or_normalization_failure	false	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1.C[C@H](NC(=O)OCc1ccccc1)C(=O)O	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)OC(=O)[C@H](C)NC(=O)OCc5ccccc5)n(-c5ccccc5)c4=O)cc3F)ccnc2c1	reactant 'C[C@H](NC(=O)OCc1ccccc1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
141	esterification	validation	representation_or_normalization_failure	false	CO.O=C(O)/C=C/c1cccc(O)c1	COC(=O)/C=C/c1cccc(O)c1	reactant 'O=C(O)/C=C/c1cccc(O)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
142	esterification	validation	certified_exact_transformation	false	CC(C)(C)OC(=O)N1CCCc2ccc(C(=O)O)cc2C1.OCC1CCN(c2ccncc2)CC1	CC(C)(C)OC(=O)N1CCCc2ccc(C(=O)OCC3CCN(c4ccncc4)CC3)cc2C1	certified
143	esterification	holdout	representation_or_normalization_failure	false	CC(C)(C)OC(=O)NCCCOc1cccc(C(=O)O)c1.COC(=O)[C@H](CN)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C	COC(=O)[C@H](CNC(=O)c1cccc(OCCCNC(=O)OC(C)(C)C)c1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C	reactant 'COC(=O)[C@H](CN)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
144	esterification	validation	validity_or_conservation_failure	true	O=C(O)c1ccccc1O.OCC(Cl)(Cl)Cl	O=C(OCC(Cl)(Cl)Cl)c1ccccc1O	atom 3 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
145	esterification	holdout	representation_or_normalization_failure	false	COc1cc(C(=O)OCC(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F.NCCOCCO	COc1cc(C(=O)OCC(=O)NCCOCCO)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F	reactant 'COc1cc(C(=O)OCC(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
146	esterification	dev	representation_or_normalization_failure	false	COC(=O)N(C)CCCCC(=O)O.O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C3=NO[C@H](CO)C3)nc2)c(F)c1	COC(=O)N(C)CCCCC(=O)OC[C@@H]1CC(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)=NO1	reactant 'O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C3=NO[C@H](CO)C3)nc2)c(F)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
147	esterification	validation	certified_exact_transformation	false	CCCCCCCCCCCC(O)CCCCCCCC.O=C(O)c1ccccc1	CCCCCCCCCCCC(CCCCCCCC)OC(=O)c1ccccc1	certified
148	esterification	validation	representation_or_normalization_failure	false	CC1(C)[C@@H](C#CC(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O.N#C[C@@H](O)c1cccc(Oc2ccccc2)c1	CC1(C)[C@@H](C#CC(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1	reactant 'CC1(C)[C@@H](C#CC(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
149	esterification	holdout	certified_exact_transformation	false	CO.O=C(O)c1c2nc3ccccc3c-2[nH]c2ccccc12	COC(=O)c1c2nc3ccccc3c-2[nH]c2ccccc12	certified
150	esterification	holdout	certified_exact_transformation	true	CCCCCCCCCCCc1ccc(C(=O)O)c(C(=O)O)c1.O=C(OCc1ccccc1)c1ccc(O)cc1	CCCCCCCCCCCc1ccc(C(=O)Oc2ccc(C(=O)OCc3ccccc3)cc2)c(C(=O)O)c1	certified
